lat,long,time,pm
22.46,88.37,3/29/2023 17:00,36.57958141
22.5,88.35,3/29/2023 17:00,39.68867413
22.52,88.34,3/29/2023 17:00,44.57779875
22.54,88.34,3/29/2023 17:00,38.02458177
22.54,88.35,3/29/2023 17:00,38.37301457
22.56,88.35,3/29/2023 17:00,37.66603777
22.56,88.39,3/29/2023 17:00,40.1129873
22.57,88.36,3/29/2023 17:00,37.55882768
22.57,88.37,3/29/2023 17:00,38.84266855
22.59,88.36,3/29/2023 17:00,37.96444675
22.6,88.41,3/29/2023 17:00,38.99532208
22.46,88.37,3/29/2023 18:00,35.64579807
22.5,88.35,3/29/2023 18:00,38.94870078
22.52,88.34,3/29/2023 18:00,39.55979832
22.54,88.34,3/29/2023 18:00,37.86163203
22.54,88.35,3/29/2023 18:00,37.62308957
22.56,88.35,3/29/2023 18:00,36.55634913
22.56,88.39,3/29/2023 18:00,38.68711456
22.57,88.36,3/29/2023 18:00,36.56707014
22.57,88.37,3/29/2023 18:00,36.76940832
22.59,88.36,3/29/2023 18:00,36.36391251
22.6,88.41,3/29/2023 18:00,37.89107961
22.46,88.37,3/29/2023 19:00,35.42327077
22.5,88.35,3/29/2023 19:00,38.63273016
22.52,88.34,3/29/2023 19:00,42.20282628
22.54,88.34,3/29/2023 19:00,36.51784982
22.54,88.35,3/29/2023 19:00,36.26322585
22.56,88.35,3/29/2023 19:00,35.15092113
22.56,88.39,3/29/2023 19:00,38.37884224
22.57,88.36,3/29/2023 19:00,35.1241186
22.57,88.37,3/29/2023 19:00,35.52171598
22.59,88.36,3/29/2023 19:00,35.14459225
22.6,88.41,3/29/2023 19:00,35.51901299
22.46,88.37,3/29/2023 20:00,35.80263803
22.5,88.35,3/29/2023 20:00,38.31890476
22.52,88.34,3/29/2023 20:00,40.14147636
22.54,88.34,3/29/2023 20:00,37.01187993
22.54,88.35,3/29/2023 20:00,36.99311816
22.56,88.35,3/29/2023 20:00,35.35280373
22.56,88.39,3/29/2023 20:00,38.06116971
22.57,88.36,3/29/2023 20:00,35.15714531
22.57,88.37,3/29/2023 20:00,35.38403579
22.59,88.36,3/29/2023 20:00,34.64001644
22.6,88.41,3/29/2023 20:00,36.20107458
22.46,88.37,3/29/2023 21:00,35.24997443
22.5,88.35,3/29/2023 21:00,36.74004674
22.51,88.36,3/29/2023 21:00,36.81241355
